participant_label,lottery_id,ce_observed
60b610d8c3c4f177c8337729_copy1,lottery_13,-4.6817
60b610d8c3c4f177c8337729_copy1,lottery_8,344.0477
60b610d8c3c4f177c8337729_copy1,lottery_7,233.92
60b610d8c3c4f177c8337729_copy1,lottery_4,344.6507
5ba0181462e04c0001f76d2b_copy1,lottery_3,-18.3065
5ba0181462e04c0001f76d2b_copy1,lottery_6,-63.9673
5ba0181462e04c0001f76d2b_copy1,lottery_1,-11.2565
5ba0181462e04c0001f76d2b_copy1,lottery_14,-5.3334
5ba0181462e04c0001f76d2b_copy1,lottery_4,-108.2781
5ba0181462e04c0001f76d2b_copy1,lottery_10,0.4159
5ba0181462e04c0001f76d2b_copy1,lottery_5,-107.3828
5ba0181462e04c0001f76d2b_copy1,lottery_2,-20.4477
5ba0181462e04c0001f76d2b_copy1,lottery_7,-26.3178
5ba0181462e04c0001f76d2b_copy1,lottery_8,-152.7473
5ba0181462e04c0001f76d2b_copy1,lottery_11,-12.3617
5ba0181462e04c0001f76d2b_copy1,lottery_12,-0.1409
5ba0181462e04c0001f76d2b_copy1,lottery_13,-0.8709
5ba0181462e04c0001f76d2b_copy1,lottery_9,-17.1477
6783ebc2e89b75d66d952f41_copy1,lottery_1,-34.6452
6783ebc2e89b75d66d952f41_copy1,lottery_4,-254.4153
6783ebc2e89b75d66d952f41_copy1,lottery_13,-0.66
6783ebc2e89b75d66d952f41_copy1,lottery_2,-22.3749
6783ebc2e89b75d66d952f41_copy1,lottery_3,-5.938
6783ebc2e89b75d66d952f41_copy1,lottery_7,58.7688
6783ebc2e89b75d66d952f41_copy1,lottery_9,-169.9848
6783ebc2e89b75d66d952f41_copy1,lottery_5,-43.15
6783ebc2e89b75d66d952f41_copy1,lottery_14,3.2999
6783ebc2e89b75d66d952f41_copy1,lottery_8,-286.0081
6783ebc2e89b75d66d952f41_copy1,lottery_12,-4.3619
6783ebc2e89b75d66d952f41_copy1,lottery_6,-144.2131
6783ebc2e89b75d66d952f41_copy1,lottery_10,-14.5686
6783ebc2e89b75d66d952f41_copy1,lottery_11,0.8777
69793552fb8b0de1941cb6dd_copy1,lottery_3,46.0489
69793552fb8b0de1941cb6dd_copy1,lottery_7,894.756
69793552fb8b0de1941cb6dd_copy1,lottery_5,368.1956
69793552fb8b0de1941cb6dd_copy1,lottery_13,45.6642
69793552fb8b0de1941cb6dd_copy1,lottery_8,717.7455
69793552fb8b0de1941cb6dd_copy1,lottery_9,764.2232
69793552fb8b0de1941cb6dd_copy1,lottery_6,289.8616
69793552fb8b0de1941cb6dd_copy1,lottery_2,58.5488
69793552fb8b0de1941cb6dd_copy1,lottery_4,545.8998
69793552fb8b0de1941cb6dd_copy1,lottery_1,41.932
69793552fb8b0de1941cb6dd_copy1,lottery_11,39.7295
69793552fb8b0de1941cb6dd_copy1,lottery_12,34.7289
69793552fb8b0de1941cb6dd_copy1,lottery_14,45.2519
69793552fb8b0de1941cb6dd_copy1,lottery_10,43.0726
6978c9de12be2c3293c32576_copy1,lottery_3,15.3165
6978c9de12be2c3293c32576_copy1,lottery_13,38.3874
6978c9de12be2c3293c32576_copy1,lottery_5,-286.7224
6978c9de12be2c3293c32576_copy1,lottery_8,42.3704
6978c9de12be2c3293c32576_copy1,lottery_2,-24.9173
6978c9de12be2c3293c32576_copy1,lottery_6,-238.4381
6978c9de12be2c3293c32576_copy1,lottery_12,-23.4888
6978c9de12be2c3293c32576_copy1,lottery_9,-231.1021
6978c9de12be2c3293c32576_copy1,lottery_11,-12.07
6978c9de12be2c3293c32576_copy1,lottery_1,-24.9847
6978c9de12be2c3293c32576_copy1,lottery_7,-186.0945
6978c9de12be2c3293c32576_copy1,lottery_4,-151.7649
6978c9de12be2c3293c32576_copy1,lottery_14,-22.2565
6978c9de12be2c3293c32576_copy1,lottery_10,-14.8352
5cf510ccb0bafb00161ffd56_copy1,lottery_2,49.0458
5cf510ccb0bafb00161ffd56_copy1,lottery_12,-16.5062
5cf510ccb0bafb00161ffd56_copy1,lottery_14,19.9872
5cf510ccb0bafb00161ffd56_copy1,lottery_10,10.0734
5cf510ccb0bafb00161ffd56_copy1,lottery_9,-67.5143
5cf510ccb0bafb00161ffd56_copy1,lottery_1,21.8002
5cf510ccb0bafb00161ffd56_copy1,lottery_7,128.9867
5cf510ccb0bafb00161ffd56_copy1,lottery_5,216.4432
5cf510ccb0bafb00161ffd56_copy1,lottery_13,12.1491
5cf510ccb0bafb00161ffd56_copy1,lottery_3,21.3597
5cf510ccb0bafb00161ffd56_copy1,lottery_11,18.0774
5cf510ccb0bafb00161ffd56_copy1,lottery_6,-219.7583
5cf510ccb0bafb00161ffd56_copy1,lottery_8,146.4667
5cf510ccb0bafb00161ffd56_copy1,lottery_4,-266.828
67665f7b0329bd3e30515ad2_copy1,lottery_1,29.9729
67665f7b0329bd3e30515ad2_copy1,lottery_12,21.6177
67665f7b0329bd3e30515ad2_copy1,lottery_3,31.5882
67665f7b0329bd3e30515ad2_copy1,lottery_7,355.3465
67665f7b0329bd3e30515ad2_copy1,lottery_4,385.4004
67665f7b0329bd3e30515ad2_copy1,lottery_10,-4.8828
67665f7b0329bd3e30515ad2_copy1,lottery_8,361.417
67665f7b0329bd3e30515ad2_copy1,lottery_6,103.0293
67665f7b0329bd3e30515ad2_copy1,lottery_5,189.855
67665f7b0329bd3e30515ad2_copy1,lottery_13,10.6836
67665f7b0329bd3e30515ad2_copy1,lottery_14,19.4426
67665f7b0329bd3e30515ad2_copy1,lottery_9,413.0466
67665f7b0329bd3e30515ad2_copy1,lottery_11,24.4026
67665f7b0329bd3e30515ad2_copy1,lottery_2,21.5516
641362db1483990abb1a4c9a_copy1,lottery_2,13.7878
641362db1483990abb1a4c9a_copy1,lottery_10,11.0957
641362db1483990abb1a4c9a_copy1,lottery_11,13.7398
641362db1483990abb1a4c9a_copy1,lottery_6,73.6837
641362db1483990abb1a4c9a_copy1,lottery_12,9.3242
641362db1483990abb1a4c9a_copy1,lottery_3,10.6723
641362db1483990abb1a4c9a_copy1,lottery_4,-17.8058
641362db1483990abb1a4c9a_copy1,lottery_1,11.9051
641362db1483990abb1a4c9a_copy1,lottery_8,75.0991
641362db1483990abb1a4c9a_copy1,lottery_13,11.1473
641362db1483990abb1a4c9a_copy1,lottery_5,-4.2785
641362db1483990abb1a4c9a_copy1,lottery_9,36.8987
641362db1483990abb1a4c9a_copy1,lottery_14,5.6533
641362db1483990abb1a4c9a_copy1,lottery_7,83.0452
5be1fe1eca095c0001ba077a_copy1,lottery_3,-27.5598
5be1fe1eca095c0001ba077a_copy1,lottery_10,-8.8818
5be1fe1eca095c0001ba077a_copy1,lottery_1,-12.8675
5be1fe1eca095c0001ba077a_copy1,lottery_6,39.0025
5be1fe1eca095c0001ba077a_copy1,lottery_4,-556.2236
5be1fe1eca095c0001ba077a_copy1,lottery_7,-261.7608
5be1fe1eca095c0001ba077a_copy1,lottery_9,-416.7853
5be1fe1eca095c0001ba077a_copy1,lottery_14,-35.7057
5be1fe1eca095c0001ba077a_copy1,lottery_5,-600.523
5be1fe1eca095c0001ba077a_copy1,lottery_11,40.1882
5be1fe1eca095c0001ba077a_copy1,lottery_13,43.0822
5be1fe1eca095c0001ba077a_copy1,lottery_12,-27.4875
5be1fe1eca095c0001ba077a_copy1,lottery_2,-10.171
5be1fe1eca095c0001ba077a_copy1,lottery_8,-249.7894
5c8b065abd96ce0001947d1b_copy1,lottery_2,24.4973
5c8b065abd96ce0001947d1b_copy1,lottery_7,117.6735
5c8b065abd96ce0001947d1b_copy1,lottery_5,89.8322
5c8b065abd96ce0001947d1b_copy1,lottery_9,374.2051
5c8b065abd96ce0001947d1b_copy1,lottery_6,111.8256
5c8b065abd96ce0001947d1b_copy1,lottery_4,82.6841
5c8b065abd96ce0001947d1b_copy1,lottery_11,7.6949
5c8b065abd96ce0001947d1b_copy1,lottery_1,4.7878
5c8b065abd96ce0001947d1b_copy1,lottery_14,10.4069
5c8b065abd96ce0001947d1b_copy1,lottery_10,9.8047
5c8b065abd96ce0001947d1b_copy1,lottery_3,12.1686
5c8b065abd96ce0001947d1b_copy1,lottery_13,11.0506
5c8b065abd96ce0001947d1b_copy1,lottery_12,12.7024
5c8b065abd96ce0001947d1b_copy1,lottery_8,499.8897
5c5cad3e4ee81200018eafe2_copy1,lottery_3,11.9476
5c5cad3e4ee81200018eafe2_copy1,lottery_5,-65.2865
5c5cad3e4ee81200018eafe2_copy1,lottery_7,126.9262
5c5cad3e4ee81200018eafe2_copy1,lottery_1,-10.4998
5c5cad3e4ee81200018eafe2_copy1,lottery_10,-14.3833
5c5cad3e4ee81200018eafe2_copy1,lottery_12,-5.6929
5c5cad3e4ee81200018eafe2_copy1,lottery_2,18.6906
5c5cad3e4ee81200018eafe2_copy1,lottery_11,-7.2276
5c5cad3e4ee81200018eafe2_copy1,lottery_4,172.6968
5c5cad3e4ee81200018eafe2_copy1,lottery_6,119.7699
5c5cad3e4ee81200018eafe2_copy1,lottery_14,18.1
5c5cad3e4ee81200018eafe2_copy1,lottery_13,-13.4034
5c5cad3e4ee81200018eafe2_copy1,lottery_8,383.97
5c5cad3e4ee81200018eafe2_copy1,lottery_9,244.8857
66fad26e4b07f6149ceb136d_copy1,lottery_3,-18.1172
66fad26e4b07f6149ceb136d_copy1,lottery_9,-311.2782
66fad26e4b07f6149ceb136d_copy1,lottery_14,-8.1907
66fad26e4b07f6149ceb136d_copy1,lottery_12,-9.8412
66fad26e4b07f6149ceb136d_copy1,lottery_13,-13.3982
66fad26e4b07f6149ceb136d_copy1,lottery_7,-158.9574
66fad26e4b07f6149ceb136d_copy1,lottery_5,-195.2182
66fad26e4b07f6149ceb136d_copy1,lottery_6,-67.8316
66fad26e4b07f6149ceb136d_copy1,lottery_1,7.7111
66fad26e4b07f6149ceb136d_copy1,lottery_2,-9.3291
66fad26e4b07f6149ceb136d_copy1,lottery_11,-0.5745
66fad26e4b07f6149ceb136d_copy1,lottery_8,-497.5259
66fad26e4b07f6149ceb136d_copy1,lottery_10,5.3406
66fad26e4b07f6149ceb136d_copy1,lottery_4,-242.8597
5e70bd5480f43a0009625d4c_copy1,lottery_3,0.3179
5e70bd5480f43a0009625d4c_copy1,lottery_7,37.717
5e70bd5480f43a0009625d4c_copy1,lottery_4,54.9782
5e70bd5480f43a0009625d4c_copy1,lottery_2,1.3173
5e70bd5480f43a0009625d4c_copy1,lottery_1,13.2569
5e70bd5480f43a0009625d4c_copy1,lottery_8,21.3685
5e70bd5480f43a0009625d4c_copy1,lottery_6,87.4297
5e70bd5480f43a0009625d4c_copy1,lottery_14,20.6807
5e70bd5480f43a0009625d4c_copy1,lottery_10,17.7546
5e70bd5480f43a0009625d4c_copy1,lottery_13,2.6425
5e70bd5480f43a0009625d4c_copy1,lottery_5,95.9579
5e70bd5480f43a0009625d4c_copy1,lottery_11,1.5994
5e70bd5480f43a0009625d4c_copy1,lottery_9,-34.8565
5e70bd5480f43a0009625d4c_copy1,lottery_12,14.8151
682b3f63d0e2c4eff64fe664_copy1,lottery_3,2.678
682b3f63d0e2c4eff64fe664_copy1,lottery_9,269.2697
682b3f63d0e2c4eff64fe664_copy1,lottery_10,0.073
682b3f63d0e2c4eff64fe664_copy1,lottery_6,232.463
682b3f63d0e2c4eff64fe664_copy1,lottery_5,448.073
682b3f63d0e2c4eff64fe664_copy1,lottery_8,410.2615
682b3f63d0e2c4eff64fe664_copy1,lottery_7,459.5807
682b3f63d0e2c4eff64fe664_copy1,lottery_11,-4.6762
682b3f63d0e2c4eff64fe664_copy1,lottery_14,-5.8343
682b3f63d0e2c4eff64fe664_copy1,lottery_1,-2.883
682b3f63d0e2c4eff64fe664_copy1,lottery_2,-5.8531
682b3f63d0e2c4eff64fe664_copy1,lottery_12,-18.5047
682b3f63d0e2c4eff64fe664_copy1,lottery_13,-17.4581
682b3f63d0e2c4eff64fe664_copy1,lottery_4,483.251
68123a73ba06c472ccd5edb8_copy1,lottery_2,0.7246
68123a73ba06c472ccd5edb8_copy1,lottery_4,309.5808
68123a73ba06c472ccd5edb8_copy1,lottery_3,21.7435
68123a73ba06c472ccd5edb8_copy1,lottery_13,14.4073
68123a73ba06c472ccd5edb8_copy1,lottery_6,85.5091
68123a73ba06c472ccd5edb8_copy1,lottery_1,17.8192
68123a73ba06c472ccd5edb8_copy1,lottery_12,8.5114
68123a73ba06c472ccd5edb8_copy1,lottery_7,63.4687
68123a73ba06c472ccd5edb8_copy1,lottery_11,-4.5544
68123a73ba06c472ccd5edb8_copy1,lottery_5,216.2299
68123a73ba06c472ccd5edb8_copy1,lottery_8,302.5964
68123a73ba06c472ccd5edb8_copy1,lottery_9,228.0017
68123a73ba06c472ccd5edb8_copy1,lottery_14,24.5816
68123a73ba06c472ccd5edb8_copy1,lottery_10,-10.6752
5b673490e89b0d0001a885e7_copy1,lottery_2,55.8658
5b673490e89b0d0001a885e7_copy1,lottery_9,827.9266
5b673490e89b0d0001a885e7_copy1,lottery_10,45.5154
5b673490e89b0d0001a885e7_copy1,lottery_13,46.0889
5b673490e89b0d0001a885e7_copy1,lottery_4,408.8884
5b673490e89b0d0001a885e7_copy1,lottery_1,42.3218
5b673490e89b0d0001a885e7_copy1,lottery_3,46.7075
5b673490e89b0d0001a885e7_copy1,lottery_14,43.0306
5b673490e89b0d0001a885e7_copy1,lottery_7,985.9723
5b673490e89b0d0001a885e7_copy1,lottery_6,264.889
5b673490e89b0d0001a885e7_copy1,lottery_8,709.2925
5b673490e89b0d0001a885e7_copy1,lottery_12,35.5068
5b673490e89b0d0001a885e7_copy1,lottery_5,337.3329
5b673490e89b0d0001a885e7_copy1,lottery_11,43.3652
629f6b8c65fcae219e245284_copy2,lottery_3,-3.4391
629f6b8c65fcae219e245284_copy2,lottery_2,-6.3079
629f6b8c65fcae219e245284_copy2,lottery_7,398.5696
629f6b8c65fcae219e245284_copy2,lottery_8,-528.4653
629f6b8c65fcae219e245284_copy2,lottery_11,-9.5639
629f6b8c65fcae219e245284_copy2,lottery_9,-471.3519
629f6b8c65fcae219e245284_copy2,lottery_4,-277.7022
629f6b8c65fcae219e245284_copy2,lottery_6,273.5969
629f6b8c65fcae219e245284_copy2,lottery_12,-22.2015
629f6b8c65fcae219e245284_copy2,lottery_5,-130.9127
629f6b8c65fcae219e245284_copy2,lottery_1,-20.4118
629f6b8c65fcae219e245284_copy2,lottery_14,-27.0453
629f6b8c65fcae219e245284_copy2,lottery_13,-34.8905
629f6b8c65fcae219e245284_copy2,lottery_10,26.2372
631610af8e747093cd90e00d_copy2,lottery_2,13.1025
631610af8e747093cd90e00d_copy2,lottery_14,10.6888
631610af8e747093cd90e00d_copy2,lottery_12,0.6039
631610af8e747093cd90e00d_copy2,lottery_5,-17.3809
631610af8e747093cd90e00d_copy2,lottery_6,20.4333
631610af8e747093cd90e00d_copy2,lottery_3,3.4318
631610af8e747093cd90e00d_copy2,lottery_13,-0.9702
631610af8e747093cd90e00d_copy2,lottery_9,82.0588
631610af8e747093cd90e00d_copy2,lottery_10,-10.2638
631610af8e747093cd90e00d_copy2,lottery_11,-6.0807
631610af8e747093cd90e00d_copy2,lottery_1,4.9961
631610af8e747093cd90e00d_copy2,lottery_8,0.5473
631610af8e747093cd90e00d_copy2,lottery_7,209.7058
631610af8e747093cd90e00d_copy2,lottery_4,-77.9247
61166b2cec63d8ea49e36aac_copy2,lottery_3,0.1203
61166b2cec63d8ea49e36aac_copy2,lottery_14,-3.1397
61166b2cec63d8ea49e36aac_copy2,lottery_2,-2.6569
61166b2cec63d8ea49e36aac_copy2,lottery_11,-1.0142
61166b2cec63d8ea49e36aac_copy2,lottery_9,-63.3816
61166b2cec63d8ea49e36aac_copy2,lottery_7,-137.9032
61166b2cec63d8ea49e36aac_copy2,lottery_4,-63.6852
61166b2cec63d8ea49e36aac_copy2,lottery_1,-3.1442
61166b2cec63d8ea49e36aac_copy2,lottery_5,-4.3601
61166b2cec63d8ea49e36aac_copy2,lottery_6,-43.8308
61166b2cec63d8ea49e36aac_copy2,lottery_10,-2.2789
61166b2cec63d8ea49e36aac_copy2,lottery_8,-104.7328
61166b2cec63d8ea49e36aac_copy2,lottery_12,-7.8908
61166b2cec63d8ea49e36aac_copy2,lottery_13,-5.3581
5d2db62ac45885001abf9ce3_copy2,lottery_1,-40.2738
5d2db62ac45885001abf9ce3_copy2,lottery_2,-29.5392
5d2db62ac45885001abf9ce3_copy2,lottery_5,-316.6249
5d2db62ac45885001abf9ce3_copy2,lottery_12,-24.1475
5d2db62ac45885001abf9ce3_copy2,lottery_3,-17.3108
5d2db62ac45885001abf9ce3_copy2,lottery_13,-27.9018
5d2db62ac45885001abf9ce3_copy2,lottery_10,-24.6165
5d2db62ac45885001abf9ce3_copy2,lottery_4,-487.9454
5d2db62ac45885001abf9ce3_copy2,lottery_6,-353.7116
5d2db62ac45885001abf9ce3_copy2,lottery_9,-206.8476
5d2db62ac45885001abf9ce3_copy2,lottery_7,-747.8299
5d2db62ac45885001abf9ce3_copy2,lottery_8,-1075.9513
5d2db62ac45885001abf9ce3_copy2,lottery_11,-22.8117
5d2db62ac45885001abf9ce3_copy2,lottery_14,-24.6619
5e9ffa9ee172201b04f1a4c6_copy2,lottery_2,-42.3738
5e9ffa9ee172201b04f1a4c6_copy2,lottery_9,207.367
5e9ffa9ee172201b04f1a4c6_copy2,lottery_3,0.76
5e9ffa9ee172201b04f1a4c6_copy2,lottery_7,4.6292
5e9ffa9ee172201b04f1a4c6_copy2,lottery_8,17.9563
5e9ffa9ee172201b04f1a4c6_copy2,lottery_14,14.1893
5e9ffa9ee172201b04f1a4c6_copy2,lottery_4,71.9894
5e9ffa9ee172201b04f1a4c6_copy2,lottery_10,17.456
5e9ffa9ee172201b04f1a4c6_copy2,lottery_13,2.7565
5e9ffa9ee172201b04f1a4c6_copy2,lottery_12,7.5044
5e9ffa9ee172201b04f1a4c6_copy2,lottery_1,11.4409
5e9ffa9ee172201b04f1a4c6_copy2,lottery_5,73.7119
5e9ffa9ee172201b04f1a4c6_copy2,lottery_6,67.8014
5e9ffa9ee172201b04f1a4c6_copy2,lottery_11,11.0862
696c14c4c7de2d012b0911cb_copy2,lottery_1,-0.7513
696c14c4c7de2d012b0911cb_copy2,lottery_6,-22.1293
696c14c4c7de2d012b0911cb_copy2,lottery_11,22.6448
696c14c4c7de2d012b0911cb_copy2,lottery_2,-2.2081
696c14c4c7de2d012b0911cb_copy2,lottery_3,3.9422
696c14c4c7de2d012b0911cb_copy2,lottery_4,-9.6738
696c14c4c7de2d012b0911cb_copy2,lottery_9,36.2925
696c14c4c7de2d012b0911cb_copy2,lottery_5,57.8016
696c14c4c7de2d012b0911cb_copy2,lottery_12,-1.0246
696c14c4c7de2d012b0911cb_copy2,lottery_8,25.3946
696c14c4c7de2d012b0911cb_copy2,lottery_13,9.7842
696c14c4c7de2d012b0911cb_copy2,lottery_7,22.1321
696c14c4c7de2d012b0911cb_copy2,lottery_14,2.1736
696c14c4c7de2d012b0911cb_copy2,lottery_10,-3.2787
6151e69a392433707e7a9dfb_copy2,lottery_2,44.452
6151e69a392433707e7a9dfb_copy2,lottery_1,35.3665
6151e69a392433707e7a9dfb_copy2,lottery_8,-32.1552
6151e69a392433707e7a9dfb_copy2,lottery_11,25.561
6151e69a392433707e7a9dfb_copy2,lottery_14,5.3708
6151e69a392433707e7a9dfb_copy2,lottery_9,44.7275
6151e69a392433707e7a9dfb_copy2,lottery_6,-1.518
6151e69a392433707e7a9dfb_copy2,lottery_4,14.6346
6151e69a392433707e7a9dfb_copy2,lottery_10,11.4446
6151e69a392433707e7a9dfb_copy2,lottery_3,-43.1965
6151e69a392433707e7a9dfb_copy2,lottery_12,33.1259
6151e69a392433707e7a9dfb_copy2,lottery_13,-4.8546
6151e69a392433707e7a9dfb_copy2,lottery_5,299.0385
6151e69a392433707e7a9dfb_copy2,lottery_7,-22.2484
58954e2dc88c680001dd4b7e_copy2,lottery_3,4.21
58954e2dc88c680001dd4b7e_copy2,lottery_8,97.8077
58954e2dc88c680001dd4b7e_copy2,lottery_13,17.1577
58954e2dc88c680001dd4b7e_copy2,lottery_12,3.3894
58954e2dc88c680001dd4b7e_copy2,lottery_1,18.7677
58954e2dc88c680001dd4b7e_copy2,lottery_6,80.048
58954e2dc88c680001dd4b7e_copy2,lottery_11,4.1582
58954e2dc88c680001dd4b7e_copy2,lottery_14,7.3989
58954e2dc88c680001dd4b7e_copy2,lottery_4,134.0989
58954e2dc88c680001dd4b7e_copy2,lottery_2,16.3108
58954e2dc88c680001dd4b7e_copy2,lottery_5,119.0912
58954e2dc88c680001dd4b7e_copy2,lottery_9,-10.0715
58954e2dc88c680001dd4b7e_copy2,lottery_7,109.2806
58954e2dc88c680001dd4b7e_copy2,lottery_10,8.3249
6352fb64b16cb5ae7fa86ae7_copy2,lottery_2,-14.0548
6352fb64b16cb5ae7fa86ae7_copy2,lottery_12,-20.7861
6352fb64b16cb5ae7fa86ae7_copy2,lottery_8,-684.8896
6352fb64b16cb5ae7fa86ae7_copy2,lottery_10,-13.6971
6352fb64b16cb5ae7fa86ae7_copy2,lottery_6,-208.8235
6352fb64b16cb5ae7fa86ae7_copy2,lottery_3,-8.9208
6352fb64b16cb5ae7fa86ae7_copy2,lottery_9,-411.1787
6352fb64b16cb5ae7fa86ae7_copy2,lottery_4,-134.058
6352fb64b16cb5ae7fa86ae7_copy2,lottery_13,-23.0925
6352fb64b16cb5ae7fa86ae7_copy2,lottery_5,6.4443
6352fb64b16cb5ae7fa86ae7_copy2,lottery_1,-11.2678
6352fb64b16cb5ae7fa86ae7_copy2,lottery_11,-15.5775
6352fb64b16cb5ae7fa86ae7_copy2,lottery_14,-13.4583
6352fb64b16cb5ae7fa86ae7_copy2,lottery_7,73.3238
60b610d8c3c4f177c8337729_copy2,lottery_1,-2.6276
60b610d8c3c4f177c8337729_copy2,lottery_12,-18.4119
60b610d8c3c4f177c8337729_copy2,lottery_6,98.2016
60b610d8c3c4f177c8337729_copy2,lottery_14,-4.0318
60b610d8c3c4f177c8337729_copy2,lottery_5,105.4286
60b610d8c3c4f177c8337729_copy2,lottery_3,-10.3723
60b610d8c3c4f177c8337729_copy2,lottery_2,-30.709
60b610d8c3c4f177c8337729_copy2,lottery_10,3.0158
60b610d8c3c4f177c8337729_copy2,lottery_11,-16.1295
60b610d8c3c4f177c8337729_copy2,lottery_9,-367.06
60b610d8c3c4f177c8337729_copy2,lottery_13,-7.5344
60b610d8c3c4f177c8337729_copy2,lottery_8,318.7217
60b610d8c3c4f177c8337729_copy2,lottery_7,77.1229
60b610d8c3c4f177c8337729_copy2,lottery_4,265.0617
5ba0181462e04c0001f76d2b_copy2,lottery_3,-16.3744
5ba0181462e04c0001f76d2b_copy2,lottery_6,-20.8443
5ba0181462e04c0001f76d2b_copy2,lottery_1,-6.2729
5ba0181462e04c0001f76d2b_copy2,lottery_14,-4.8696
5ba0181462e04c0001f76d2b_copy2,lottery_4,-90.427
5ba0181462e04c0001f76d2b_copy2,lottery_10,3.9418
5ba0181462e04c0001f76d2b_copy2,lottery_5,-147.9858
5ba0181462e04c0001f76d2b_copy2,lottery_2,-21.0672
5ba0181462e04c0001f76d2b_copy2,lottery_7,-194.5942
5ba0181462e04c0001f76d2b_copy2,lottery_8,-255.3433
5ba0181462e04c0001f76d2b_copy2,lottery_11,-8.8904
5ba0181462e04c0001f76d2b_copy2,lottery_12,4.7827
5ba0181462e04c0001f76d2b_copy2,lottery_13,1.6222
5ba0181462e04c0001f76d2b_copy2,lottery_9,-59.2487
6783ebc2e89b75d66d952f41_copy2,lottery_1,-42.5042
6783ebc2e89b75d66d952f41_copy2,lottery_4,-336.2397
6783ebc2e89b75d66d952f41_copy2,lottery_13,5.3173
6783ebc2e89b75d66d952f41_copy2,lottery_2,-24.1171
6783ebc2e89b75d66d952f41_copy2,lottery_3,-6.1116
6783ebc2e89b75d66d952f41_copy2,lottery_7,149.6027
6783ebc2e89b75d66d952f41_copy2,lottery_9,-194.6705
6783ebc2e89b75d66d952f41_copy2,lottery_5,-28.9009
6783ebc2e89b75d66d952f41_copy2,lottery_14,-1.7523
6783ebc2e89b75d66d952f41_copy2,lottery_8,-240.3469
6783ebc2e89b75d66d952f41_copy2,lottery_12,-4.4834
6783ebc2e89b75d66d952f41_copy2,lottery_6,-104.5403
6783ebc2e89b75d66d952f41_copy2,lottery_10,-15.2557
6783ebc2e89b75d66d952f41_copy2,lottery_11,-1.5695
69793552fb8b0de1941cb6dd_copy2,lottery_3,49.0857
69793552fb8b0de1941cb6dd_copy2,lottery_7,986.673
69793552fb8b0de1941cb6dd_copy2,lottery_5,357.694
69793552fb8b0de1941cb6dd_copy2,lottery_13,42.1831
69793552fb8b0de1941cb6dd_copy2,lottery_8,828.9522
69793552fb8b0de1941cb6dd_copy2,lottery_9,807.0726
69793552fb8b0de1941cb6dd_copy2,lottery_6,375.1415
69793552fb8b0de1941cb6dd_copy2,lottery_2,56.5927
69793552fb8b0de1941cb6dd_copy2,lottery_4,541.5086
69793552fb8b0de1941cb6dd_copy2,lottery_1,41.855
69793552fb8b0de1941cb6dd_copy2,lottery_11,40.5888
69793552fb8b0de1941cb6dd_copy2,lottery_12,37.99
69793552fb8b0de1941cb6dd_copy2,lottery_14,41.0992
69793552fb8b0de1941cb6dd_copy2,lottery_10,40.0437
6978c9de12be2c3293c32576_copy2,lottery_3,15.2081
6978c9de12be2c3293c32576_copy2,lottery_13,36.6806
6978c9de12be2c3293c32576_copy2,lottery_5,-353.1398
6978c9de12be2c3293c32576_copy2,lottery_8,-13.4131
6978c9de12be2c3293c32576_copy2,lottery_2,-27.2133
6978c9de12be2c3293c32576_copy2,lottery_6,-162.9996
6978c9de12be2c3293c32576_copy2,lottery_12,-26.1054
6978c9de12be2c3293c32576_copy2,lottery_9,-332.0874
6978c9de12be2c3293c32576_copy2,lottery_11,-19.8451
6978c9de12be2c3293c32576_copy2,lottery_1,-26.7308
6978c9de12be2c3293c32576_copy2,lottery_7,-151.366
6978c9de12be2c3293c32576_copy2,lottery_4,-209.8446
6978c9de12be2c3293c32576_copy2,lottery_14,-20.1309
6978c9de12be2c3293c32576_copy2,lottery_10,-12.9155
5cf510ccb0bafb00161ffd56_copy2,lottery_2,47.6468
5cf510ccb0bafb00161ffd56_copy2,lottery_12,-18.0718
5cf510ccb0bafb00161ffd56_copy2,lottery_14,21.7601
5cf510ccb0bafb00161ffd56_copy2,lottery_10,12.2296
5cf510ccb0bafb00161ffd56_copy2,lottery_9,-65.5479
5cf510ccb0bafb00161ffd56_copy2,lottery_1,19.5026
5cf510ccb0bafb00161ffd56_copy2,lottery_7,140.3178
5cf510ccb0bafb00161ffd56_copy2,lottery_5,262.7679
5cf510ccb0bafb00161ffd56_copy2,lottery_13,17.2727
5cf510ccb0bafb00161ffd56_copy2,lottery_3,20.6156
5cf510ccb0bafb00161ffd56_copy2,lottery_11,18.282
5cf510ccb0bafb00161ffd56_copy2,lottery_6,-213.826
5cf510ccb0bafb00161ffd56_copy2,lottery_8,123.7183
5cf510ccb0bafb00161ffd56_copy2,lottery_4,-286.4634
67665f7b0329bd3e30515ad2_copy2,lottery_1,27.3092
67665f7b0329bd3e30515ad2_copy2,lottery_12,25.8525
67665f7b0329bd3e30515ad2_copy2,lottery_3,31.6473
67665f7b0329bd3e30515ad2_copy2,lottery_7,339.8573
67665f7b0329bd3e30515ad2_copy2,lottery_4,428.8665
67665f7b0329bd3e30515ad2_copy2,lottery_10,-5.5701
67665f7b0329bd3e30515ad2_copy2,lottery_8,318.0858
67665f7b0329bd3e30515ad2_copy2,lottery_6,39.7373
67665f7b0329bd3e30515ad2_copy2,lottery_5,213.2626
