session_code,participant_code,participant_label,participant_id_in_session,round_number,lottery_id,lottery_stake,lottery_name,selected_lottery_name,selected_round,selected_option,selected_choice,selected_amount,cutoff_index,cutoff_amount,fine_cutoff_index,fine_cutoff_amount,fine_selected_choice,fine_selected_amount,num_failed_attempts,failed_too_many_1,failed_too_many_2,failed_too_many_3,quiz1,quiz2,quiz3,quiz4,quiz5,quiz6,quiz7,quiz8,participant_time_started_utc,session2_start,session2_start_readable,session3_start,session3_start_readable,realized_period1_label,realized_period1_probability,realized_period1_abs_prob,realized_period2_label,realized_period2_probability,realized_period2_abs_prob,realized_period3_label,realized_period3_probability,realized_period3_abs_prob,final_outcome_label,final_payoff,chf_1,chf_2,chf_3,chf_4,chf_5,chf_6,chf_7,chf_8,chf_9,chf_10,chf_11,chf_12,chf_13,chf_14,chf_15,chf_16,chf_17,chf_18,chf_19,chf_20
yedk7nh8,6nvhbqu7,5d2db62ac45885001abf9ce3,7,13,lottery_11,lo,Avocado,Raspberry,4,Safe option,4,-22,3,-26,,,,,0,0,0,0,,,,,,,,,2026-02-14 09:53:29.630632,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£13,0.9,0.9,+£2,0.7,0.63,-£43,0.5,0.315,-£43,-22,Risky option,Risky option,Risky option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option
yedk7nh8,6nvhbqu7,5d2db62ac45885001abf9ce3,7,14,lottery_14,lo,Papaya,Raspberry,4,Safe option,5,-22,4,-26,,,,,0,0,0,0,,,,,,,,,2026-02-14 09:53:29.630632,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£13,0.9,0.9,+£2,0.7,0.63,-£43,0.5,0.315,-£43,-22,Risky option,Risky option,Risky option,Risky option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option
yedk7nh8,6nvhbqu7,5d2db62ac45885001abf9ce3,7,15,lottery_12,lo,Raspberry,Raspberry,4,Safe option,6,-24,5,-28,,,,,0,0,0,0,,,,,,,,,2026-02-14 09:53:29.630632,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£13,0.9,0.9,+£2,0.7,0.63,-£43,0.5,0.315,-£43,-22,Risky option,Risky option,Risky option,Risky option,Risky option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option
yedk7nh8,6nvhbqu7,5d2db62ac45885001abf9ce3,7,16,lottery_12,lo,Raspberry,Raspberry,4,Safe option,10,-13,9,-16,,,,,0,0,0,0,,,,,,A bit complicated,I paid attention throughout the entire study.,"GCSEs or equivalent (e.g., IGCSE, BTEC Firsts)",2026-02-14 09:53:29.630632,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£13,0.9,0.9,+£2,0.7,0.63,-£43,0.5,0.315,-£43,-22,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option
yedk7nh8,tl0gz6v7,5e9ffa9ee172201b04f1a4c6,8,1,lottery_2,lo,Banana,Pineapple,7,Safe option,2,-39,1,-45,,,,,1,0,0,0,Yes,No,Yes,Yes,No,,,,2026-02-14 09:54:07.810871,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£110,0.9,0.9,-£145,1,0.9,+£530,0.6,0.54,+£530,122,Risky option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option
yedk7nh8,tl0gz6v7,5e9ffa9ee172201b04f1a4c6,8,2,lottery_9,hi,Durian,Pineapple,7,Safe option,12,240,11,167,0,167,1,179,0,0,0,0,,,,,,,,,2026-02-14 09:54:07.810871,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£110,0.9,0.9,-£145,1,0.9,+£530,0.6,0.54,+£530,122,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option
yedk7nh8,tl0gz6v7,5e9ffa9ee172201b04f1a4c6,8,3,lottery_3,lo,Orange,Pineapple,7,Safe option,12,9,11,4,,,,,0,0,0,0,,,,,,,,,2026-02-14 09:54:07.810871,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£110,0.9,0.9,-£145,1,0.9,+£530,0.6,0.54,+£530,122,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option
yedk7nh8,tl0gz6v7,5e9ffa9ee172201b04f1a4c6,8,4,lottery_7,hi,Dragonfruit,Pineapple,7,Safe option,12,132,11,36,2,68,3,84,0,0,0,0,,,,,,,,,2026-02-14 09:54:07.810871,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£110,0.9,0.9,-£145,1,0.9,+£530,0.6,0.54,+£530,122,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option
yedk7nh8,tl0gz6v7,5e9ffa9ee172201b04f1a4c6,8,5,lottery_8,hi,Plum,Pineapple,7,Safe option,15,210,14,101,0,101,1,119,0,0,0,0,,,,,,,,,2026-02-14 09:54:07.810871,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£110,0.9,0.9,-£145,1,0.9,+£530,0.6,0.54,+£530,122,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option
yedk7nh8,tl0gz6v7,5e9ffa9ee172201b04f1a4c6,8,6,lottery_14,lo,Papaya,Pineapple,7,Safe option,15,22,14,18,,,,,0,0,0,0,,,,,,,,,2026-02-14 09:54:07.810871,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£110,0.9,0.9,-£145,1,0.9,+£530,0.6,0.54,+£530,122,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option
yedk7nh8,tl0gz6v7,5e9ffa9ee172201b04f1a4c6,8,7,lottery_4,hi,Pineapple,Pineapple,7,Safe option,14,122,13,60,3,91,4,101,0,0,0,0,,,,,,,,,2026-02-14 09:54:07.810871,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£110,0.9,0.9,-£145,1,0.9,+£530,0.6,0.54,+£530,122,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option
yedk7nh8,tl0gz6v7,5e9ffa9ee172201b04f1a4c6,8,8,lottery_10,lo,Pomegranate,Pineapple,7,Safe option,14,18,13,13,,,,,0,0,0,0,,,,,,,,,2026-02-14 09:54:07.810871,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£110,0.9,0.9,-£145,1,0.9,+£530,0.6,0.54,+£530,122,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option
yedk7nh8,tl0gz6v7,5e9ffa9ee172201b04f1a4c6,8,9,lottery_13,lo,Fig,Pineapple,7,Safe option,11,6,10,1,,,,,0,0,0,0,,,,,,,,,2026-02-14 09:54:07.810871,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£110,0.9,0.9,-£145,1,0.9,+£530,0.6,0.54,+£530,122,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option
yedk7nh8,tl0gz6v7,5e9ffa9ee172201b04f1a4c6,8,10,lottery_12,lo,Raspberry,Pineapple,7,Safe option,14,9,13,5,,,,,0,0,0,0,,,,,,,,,2026-02-14 09:54:07.810871,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£110,0.9,0.9,-£145,1,0.9,+£530,0.6,0.54,+£530,122,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option
yedk7nh8,tl0gz6v7,5e9ffa9ee172201b04f1a4c6,8,11,lottery_1,lo,Apple,Pineapple,7,Safe option,13,11,12,6,,,,,0,0,0,0,,,,,,,,,2026-02-14 09:54:07.810871,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£110,0.9,0.9,-£145,1,0.9,+£530,0.6,0.54,+£530,122,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option
yedk7nh8,tl0gz6v7,5e9ffa9ee172201b04f1a4c6,8,12,lottery_5,hi,Melon,Pineapple,7,Safe option,14,44,13,-14,4,25,5,34,0,0,0,0,,,,,,,,,2026-02-14 09:54:07.810871,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£110,0.9,0.9,-£145,1,0.9,+£530,0.6,0.54,+£530,122,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option
yedk7nh8,tl0gz6v7,5e9ffa9ee172201b04f1a4c6,8,13,lottery_6,hi,Coconut,Pineapple,7,Safe option,16,112,15,56,1,65,2,75,0,0,0,0,,,,,,,,,2026-02-14 09:54:07.810871,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£110,0.9,0.9,-£145,1,0.9,+£530,0.6,0.54,+£530,122,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Safe option,Safe option,Safe option,Safe option,Safe option
yedk7nh8,tl0gz6v7,5e9ffa9ee172201b04f1a4c6,8,14,lottery_11,lo,Avocado,Pineapple,7,Safe option,12,10,11,6,,,,,0,0,0,0,,,,,,,,,2026-02-14 09:54:07.810871,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£110,0.9,0.9,-£145,1,0.9,+£530,0.6,0.54,+£530,122,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option
yedk7nh8,tl0gz6v7,5e9ffa9ee172201b04f1a4c6,8,15,lottery_4,hi,Pineapple,Pineapple,7,Safe option,17,203,16,142,5,193,6,203,0,0,0,0,,,,,,,,,2026-02-14 09:54:07.810871,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£110,0.9,0.9,-£145,1,0.9,+£530,0.6,0.54,+£530,122,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Safe option,Safe option,Safe option,Safe option
yedk7nh8,tl0gz6v7,5e9ffa9ee172201b04f1a4c6,8,16,lottery_4,hi,Pineapple,Pineapple,7,Safe option,15,226,14,165,1,175,2,185,0,0,0,0,,,,,,A bit complicated,I paid attention throughout the entire study.,"Bachelor's degree or equivalent (e.g., BA, BSc, HND, HNC, foundation degree)",2026-02-14 09:54:07.810871,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£110,0.9,0.9,-£145,1,0.9,+£530,0.6,0.54,+£530,122,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option
yedk7nh8,lxt8h46v,696c14c4c7de2d012b0911cb,9,1,lottery_1,lo,Apple,Melon,8,Safe option,11,1,10,-3,,,,,1,0,0,0,Yes,No,Yes,Yes,No,,,,2026-02-14 09:54:44.135282,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£115,0.9,0.9,-£145,1,0.9,+£425,0.6,0.54,+£425,44,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option
yedk7nh8,lxt8h46v,696c14c4c7de2d012b0911cb,9,2,lottery_6,hi,Coconut,Melon,8,Safe option,15,56,14,0,0,0,1,9,0,0,0,0,,,,,,,,,2026-02-14 09:54:44.135282,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£115,0.9,0.9,-£145,1,0.9,+£425,0.6,0.54,+£425,44,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option
yedk7nh8,lxt8h46v,696c14c4c7de2d012b0911cb,9,3,lottery_11,lo,Avocado,Melon,8,Safe option,16,26,15,22,,,,,0,0,0,0,,,,,,,,,2026-02-14 09:54:44.135282,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£115,0.9,0.9,-£145,1,0.9,+£425,0.6,0.54,+£425,44,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Safe option,Safe option,Safe option,Safe option,Safe option
yedk7nh8,lxt8h46v,696c14c4c7de2d012b0911cb,9,4,lottery_2,lo,Banana,Melon,8,Safe option,10,5,9,0,,,,,0,0,0,0,,,,,,,,,2026-02-14 09:54:44.135282,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£115,0.9,0.9,-£145,1,0.9,+£425,0.6,0.54,+£425,44,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option
yedk7nh8,lxt8h46v,696c14c4c7de2d012b0911cb,9,5,lottery_3,lo,Orange,Melon,8,Safe option,12,9,11,4,,,,,0,0,0,0,,,,,,,,,2026-02-14 09:54:44.135282,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£115,0.9,0.9,-£145,1,0.9,+£425,0.6,0.54,+£425,44,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option
yedk7nh8,lxt8h46v,696c14c4c7de2d012b0911cb,9,6,lottery_4,hi,Pineapple,Melon,8,Safe option,13,60,12,-2,0,-2,1,8,0,0,0,0,,,,,,,,,2026-02-14 09:54:44.135282,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£115,0.9,0.9,-£145,1,0.9,+£425,0.6,0.54,+£425,44,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option
yedk7nh8,lxt8h46v,696c14c4c7de2d012b0911cb,9,7,lottery_9,hi,Durian,Melon,8,Safe option,9,21,8,-51,4,-3,5,9,0,0,0,0,,,,,,,,,2026-02-14 09:54:44.135282,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£115,0.9,0.9,-£145,1,0.9,+£425,0.6,0.54,+£425,44,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option
yedk7nh8,lxt8h46v,696c14c4c7de2d012b0911cb,9,8,lottery_5,hi,Melon,Melon,8,Safe option,14,44,13,-14,1,-4,2,5,0,0,0,0,,,,,,,,,2026-02-14 09:54:44.135282,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£115,0.9,0.9,-£145,1,0.9,+£425,0.6,0.54,+£425,44,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option
yedk7nh8,lxt8h46v,696c14c4c7de2d012b0911cb,9,9,lottery_12,lo,Raspberry,Melon,8,Safe option,13,5,12,0,,,,,0,0,0,0,,,,,,,,,2026-02-14 09:54:44.135282,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£115,0.9,0.9,-£145,1,0.9,+£425,0.6,0.54,+£425,44,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option
yedk7nh8,lxt8h46v,696c14c4c7de2d012b0911cb,9,10,lottery_8,hi,Plum,Melon,8,Safe option,14,101,13,-8,0,-8,1,10,0,0,0,0,,,,,,,,,2026-02-14 09:54:44.135282,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£115,0.9,0.9,-£145,1,0.9,+£425,0.6,0.54,+£425,44,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option
yedk7nh8,lxt8h46v,696c14c4c7de2d012b0911cb,9,11,lottery_13,lo,Fig,Melon,8,Safe option,13,15,12,10,,,,,0,0,0,0,,,,,,,,,2026-02-14 09:54:44.135282,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£115,0.9,0.9,-£145,1,0.9,+£425,0.6,0.54,+£425,44,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option
yedk7nh8,lxt8h46v,696c14c4c7de2d012b0911cb,9,12,lottery_7,hi,Dragonfruit,Melon,8,Safe option,11,36,10,-61,3,-12,4,4,0,0,0,0,,,,,,,,,2026-02-14 09:54:44.135282,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£115,0.9,0.9,-£145,1,0.9,+£425,0.6,0.54,+£425,44,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option
yedk7nh8,lxt8h46v,696c14c4c7de2d012b0911cb,9,13,lottery_14,lo,Papaya,Melon,8,Safe option,11,5,10,0,,,,,0,0,0,0,,,,,,,,,2026-02-14 09:54:44.135282,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£115,0.9,0.9,-£145,1,0.9,+£425,0.6,0.54,+£425,44,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option
yedk7nh8,lxt8h46v,696c14c4c7de2d012b0911cb,9,14,lottery_10,lo,Pomegranate,Melon,8,Safe option,11,4,10,-1,,,,,0,0,0,0,,,,,,,,,2026-02-14 09:54:44.135282,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£115,0.9,0.9,-£145,1,0.9,+£425,0.6,0.54,+£425,44,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option
yedk7nh8,lxt8h46v,696c14c4c7de2d012b0911cb,9,15,lottery_5,hi,Melon,Melon,8,Safe option,15,37,14,-12,4,21,5,29,0,0,0,0,,,,,,,,,2026-02-14 09:54:44.135282,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£115,0.9,0.9,-£145,1,0.9,+£425,0.6,0.54,+£425,44,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option
yedk7nh8,lxt8h46v,696c14c4c7de2d012b0911cb,9,16,lottery_5,hi,Melon,Melon,8,Safe option,12,36,11,-13,2,3,3,12,0,0,0,0,,,,,,A bit complicated,I paid attention throughout the entire study.,"A-levels or equivalent (e.g., BTEC Nationals, T-levels)",2026-02-14 09:54:44.135282,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£115,0.9,0.9,-£145,1,0.9,+£425,0.6,0.54,+£425,44,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option
yedk7nh8,0bsw5c53,6151e69a392433707e7a9dfb,10,1,lottery_2,lo,Banana,Avocado,4,Safe option,17,44,16,39,,,,,0,0,0,0,Yes,No,Yes,Yes,No,,,,2026-02-14 09:55:15.521199,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£5,0.9,0.9,-£6,0.3,0.27,+£16,0.7,0.189,+£16,30,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Safe option,Safe option,Safe option,Safe option
yedk7nh8,0bsw5c53,6151e69a392433707e7a9dfb,10,2,lottery_1,lo,Apple,Avocado,4,Safe option,19,39,18,35,,,,,0,0,0,0,,,,,,,,,2026-02-14 09:55:15.521199,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£5,0.9,0.9,-£6,0.3,0.27,+£16,0.7,0.189,+£16,30,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Safe option,Safe option
yedk7nh8,0bsw5c53,6151e69a392433707e7a9dfb,10,3,lottery_8,hi,Plum,Avocado,4,Safe option,14,101,13,-8,0,-8,1,10,0,0,0,0,,,,,,,,,2026-02-14 09:55:15.521199,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£5,0.9,0.9,-£6,0.3,0.27,+£16,0.7,0.189,+£16,30,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option
yedk7nh8,0bsw5c53,6151e69a392433707e7a9dfb,10,4,lottery_11,lo,Avocado,Avocado,4,Safe option,17,30,16,26,,,,,0,0,0,0,,,,,,,,,2026-02-14 09:55:15.521199,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£5,0.9,0.9,-£6,0.3,0.27,+£16,0.7,0.189,+£16,30,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Safe option,Safe option,Safe option,Safe option
yedk7nh8,0bsw5c53,6151e69a392433707e7a9dfb,10,5,lottery_14,lo,Papaya,Avocado,4,Safe option,12,9,11,5,,,,,0,0,0,0,,,,,,,,,2026-02-14 09:55:15.521199,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£5,0.9,0.9,-£6,0.3,0.27,+£16,0.7,0.189,+£16,30,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option
yedk7nh8,0bsw5c53,6151e69a392433707e7a9dfb,10,6,lottery_9,hi,Durian,Avocado,4,Safe option,10,94,9,21,0,21,1,33,0,0,0,0,,,,,,,,,2026-02-14 09:55:15.521199,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£5,0.9,0.9,-£6,0.3,0.27,+£16,0.7,0.189,+£16,30,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option
yedk7nh8,0bsw5c53,6151e69a392433707e7a9dfb,10,7,lottery_6,hi,Coconut,Avocado,4,Safe option,15,56,14,0,0,0,1,9,0,0,0,0,,,,,,,,,2026-02-14 09:55:15.521199,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£5,0.9,0.9,-£6,0.3,0.27,+£16,0.7,0.189,+£16,30,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option
yedk7nh8,0bsw5c53,6151e69a392433707e7a9dfb,10,8,lottery_4,hi,Pineapple,Avocado,4,Safe option,13,60,12,-2,0,-2,1,8,0,0,0,0,,,,,,,,,2026-02-14 09:55:15.521199,1771308000.0,"Tuesday, 17 February at 06:00",1771567200.0,"Friday, 20 February at 06:00",+£5,0.9,0.9,-£6,0.3,0.27,+£16,0.7,0.189,+£16,30,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Risky option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option,Safe option
